targetId	gid	giAcc	refseq	symbol	geneid	chr	cytoband	startpos	stoppos	description	control_det_rate	case_det_rate	venn_state
GI_31343495-S	GI_31343495-S	GI_31343495	NM_152994.2	LOC129285	129285	2	2p16.3	48521411	48596028	coiled-coil domain containing 128	0.994681	1.00000	both
GI_26787992-S	GI_26787992-S	GI_26787992	NM_006873.2	SBLF	11037	2	2p16.3	48661266	48679548	stonin 1	1.00000	1.00000	both
GI_21070966-A	GI_21070966-A	GI_21070966	NM_138735.1	NRXN1	9378	2	2p16.3	50000991	51109106	neurexin 1	1.00000	0.982955	both
GI_22208950-A	GI_22208950-A	GI_22208950	NM_145863.1	ASB3	51130	2	2p16-p14	53750621	53867582	ankyrin repeat and SOCS box-containing 3	1.00000	1.00000	both
GI_20070263-S	GI_20070263-S	GI_20070263	NM_015701.2	XTP3TPB	27248	2	2p16.2	53867720	53899436	chromosome 2 open reading frame 30	1.00000	1.00000	both
GI_40788002-S	GI_40788002-S	GI_40788002	NM_014614.1	PSME4	23198	2	2p16.2	53945074	54051353	"proteasome (prosome, macropain) activator subunit 4"	0.984043	1.00000	both
GI_30315657-A	GI_30315657-A	GI_30315657	NM_178313.1	SPTBN1	6711	2	2p21	54601683	54749365	"spectrin, beta, non-erythrocytic 1"	0.978723	0.954545	both
GI_9910199-S	GI_9910199-S	GI_9910199	NM_020217.1	DKFZp547I014	56969	2	2p16.2	54608210	54610513	ribosomal protein L23a pseudogene 13	0.994681	0.994318	both
GI_5902015-A	GI_5902015-A	GI_5902015	NM_007008.1	RTN4	57142	2	2p16.3	55052828	55131237	reticulon 4	1.00000	1.00000	both
GI_28557782-I	GI_28557782-I	GI_28557782	NM_020532.3	RTN4	57142	2	2p16.3	55052828	55131237	reticulon 4	0.978723	0.982955	both
GI_27436941-S	GI_27436941-S	GI_27436941	NM_002954.3	RPS27A	6233	2	2p16	55313327	55316248	ribosomal protein S27a	1.00000	1.00000	both
GI_4505276-S	GI_4505276-S	GI_4505276	NM_002453.1	MTIF2	4528	2	2p14-p16	55317259	55349887	mitochondrial translational initiation factor 2	0.989362	0.988636	both
GI_42476197-S	GI_42476197-S	GI_42476197	NM_080667.3	MGC15407	112942	2	2p16.1	55600243	55625717	coiled-coil domain containing 104	0.936170	0.852273	control
GI_9665252-A	GI_9665252-A	GI_9665252	NM_018894.1	EFEMP1	2202	2	2p16	55946605	56004435	EGF-containing fibulin-like extracellular matrix protein 1	1.00000	1.00000	both
GI_18550284-S	GI_18550284-S	GI_18550284	XM_055636.2	KIAA1912	114800	2	2p16.1	56264761	56466812	coiled-coil domain containing 85A	0.989362	0.965909	both
GI_20336304-I	GI_20336304-I	GI_20336304	NM_022893.2	BCL11A	53335	2	2p16.1	60531805	60634136	B-cell CLL/lymphoma 11A (zinc finger protein)	0.984043	0.937500	both
GI_37546921-S	GI_37546921-S	GI_37546921	XM_291016.2	LOC339804	339804	2	2p15	61225791	61245467	hypothetical gene supported by AK075484; BC014578	1.00000	1.00000	both
GI_22748838-S	GI_22748838-S	GI_22748838	NM_152392.1	AHSA2	130872	2	2p15	61258324	61267561	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"	1.00000	1.00000	both
GI_41056186-S	GI_41056186-S	GI_41056186	NM_014709.2	USP34	9736	2	2p15	61268740	61486443	ubiquitin specific peptidase 34	0.994681	1.00000	both
GI_8051634-S	GI_8051634-S	GI_8051634	NM_003400.2	XPO1	7514	2	2p16	61558572	61618921	"exportin 1 (CRM1 homolog, yeast)"	1.00000	1.00000	both
GI_38455426-S	GI_38455426-S	GI_38455426	NM_006430.2	CCT4	10575	2	2p15	61948765	61969294	"chaperonin containing TCP1, subunit 4 (delta)"	1.00000	1.00000	both
GI_22749078-S	GI_22749078-S	GI_22749078	NM_152516.1	COMMD1	150684	2	2p15	61986306	62216708	copper metabolism (Murr1) domain containing 1	0.984043	0.994318	both
GI_38093646-S	GI_38093646-S	GI_38093646	NM_198276.1	TMEM17	200728	2	2p15	62581251	62586979	transmembrane protein 17	1.00000	1.00000	both
GI_44771179-S	GI_44771179-S	GI_44771179	NM_015252.2	NACSIN	23301	2	2p15	62786637	63127125	EH domain binding protein 1	1.00000	1.00000	both
GI_21735619-S	GI_21735619-S	GI_21735619	NM_005917.2	MDH1	4190	2	2p13.3	63669625	63687831	"malate dehydrogenase 1, NAD (soluble)"	1.00000	1.00000	both
GI_13027637-S	GI_13027637-S	GI_13027637	NM_006759.2	UGP2	7360	2	2p14-p13	63921601	63972199	UDP-glucose pyrophosphorylase 2	1.00000	1.00000	both
GI_7705396-S	GI_7705396-S	GI_7705396	NM_016516.1	VPS54	51542	2	2p13-p14	63973170	64099717	vacuolar protein sorting 54 homolog (S. cerevisiae)	0.920213	0.857955	control
GI_11037062-S	GI_11037062-S	GI_11037062	NM_020651.2	PELI1	57162	2	2p13.3	64173498	64192986	pellino homolog 1 (Drosophila)	0.973404	0.971591	both
GI_31377757-S	GI_31377757-S	GI_31377757	NM_017657.2	AFTIPHILIN	54812	2	2p14	64604968	64673642	aftiphilin	0.952128	0.909091	both
GI_7661925-S	GI_7661925-S	GI_7661925	NM_014755.1	TRIP-Br2	9792	2	2p14	64712259	64734549	SERTA domain containing 2	0.978723	0.971591	both
GI_21314631-S	GI_21314631-S	GI_21314631	NM_003038.2	SLC1A4	6509	2	2p15-p13	65070097	65104502	"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"	1.00000	1.00000	both
GI_41350195-S	GI_41350195-S	GI_41350195	NM_004161.3	RAB1A	5861	2	2p14	65167492	65210792	"RAB1A, member RAS oncogene family"	1.00000	1.00000	both
GI_32401444-S	GI_32401444-S	GI_32401444	NM_181784.1	SPRED2	200734	2	2p14	65391488	65512814	"sprouty-related, EVH1 domain containing 2"	1.00000	0.994318	both
GI_45006902-S	GI_45006902-S	GI_45006902	NM_002398.2	MEIS1	4211	2	2p14-p13	66516035	66653394	Meis homeobox 1	0.957447	0.948864	both
GI_27894372-A	GI_27894372-A	GI_27894372	NM_173177.1	C1D	10438	2	2p13-p12	68122839	68143633	nuclear DNA-binding protein	0.968085	0.903409	both
GI_45238847-S	GI_45238847-S	GI_45238847	NM_000945.3	PPP3R1	5534	2	2p15	68259492	68333154	"protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform"	1.00000	1.00000	both
GI_24308070-S	GI_24308070-S	GI_24308070	NM_015463.1	DKFZP566K1924	25927	2	2p14	68373645	68400346	chromosome 2 open reading frame 32	1.00000	1.00000	both
GI_14149903-I	GI_14149903-I	GI_14149903	NM_032208.1	ANTXR1	84168	2	2p13.1	69093992	69329805	anthrax toxin receptor 1	1.00000	1.00000	both
GI_7661719-S	GI_7661719-S	GI_7661719	NM_015700.1	HIRIP5	27247	2	2p15-p13	69476755	69518256	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)	1.00000	1.00000	both
GI_4809272-S	GI_4809272-S	GI_4809272	NM_001153.2	ANXA4	307	2	2p13	69862154	69907094	annexin A4	0.968085	0.965909	both
GI_24307918-S	GI_24307918-S	GI_24307918	NM_006857.1	RY1	11017	2	2p14	69974593	69985852	putative nucleic acid binding protein RY-1	1.00000	1.00000	both
GI_14141164-S	GI_14141164-S	GI_14141164	NM_006196.2	PCBP1	5093	2	2p13-p12	70168202	70169835	poly(rC) binding protein 1	1.00000	1.00000	both
GI_8923527-S	GI_8923527-S	GI_8923527	NM_017880.1	FLJ20558	54980	2	2p14	70230520	70271654	chromosome 2 open reading frame 42	1.00000	1.00000	both
GI_11863160-A	GI_11863160-A	GI_11863160	NM_022037.1	TIA1	7072	2	2p13	70292317	70329250	TIA1 cytotoxic granule-associated RNA binding protein	1.00000	1.00000	both
GI_33620750-S	GI_33620750-S	GI_33620750	NM_016297.2	PCYOX1	51449	2	2p13.3	70338796	70360730	prenylcysteine oxidase 1	1.00000	1.00000	both
GI_21359839-S	GI_21359839-S	GI_21359839	NM_003096.2	SNRPG	6637	2	2p14	70362008	70374372	small nuclear ribonucleoprotein polypeptide G	0.957447	0.880682	control
GI_14249519-S	GI_14249519-S	GI_14249519	NM_032822.1	FLJ14668	84908	2	2p14	70376612	70382704	"family with sequence similarity 136, member A"	1.00000	0.994318	both
GI_42518075-S	GI_42518075-S	GI_42518075	NM_144582.2	TEX261	113419	2	2p13.3	71066575	71075508	testis expressed 261	0.957447	0.960227	both
GI_8923736-S	GI_8923736-S	GI_8923736	NM_017567.1	NAGK	55577	2	2p13.3	71148954	71159278	N-acetylglucosamine kinase	1.00000	1.00000	both
GI_21314761-S	GI_21314761-S	GI_21314761	NM_032601.2	MCEE	84693	2	2p13.3	71190326	71210866	methylmalonyl CoA epimerase	0.962766	0.892045	control
GI_31317304-S	GI_31317304-S	GI_31317304	NM_005791.1	MPHOSPH10	10199	2	2p13.3	71210951	71230737	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	1.00000	0.994318	both
GI_42656335-S	GI_42656335-S	GI_42656335	XM_376062.1	LOC400961	400961	2	2p13.3	71263375	71307740	poly(A) binding protein interacting protein 2B	1.00000	1.00000	both
GI_21626467-S	GI_21626467-S	GI_21626467	NM_014497.2	NP220	27332	2	2p13.2-p13.1	71412396	71515696	zinc finger protein 638	1.00000	1.00000	both
GI_19743938-S	GI_19743938-S	GI_19743938	NM_003494.2	DYSF	8291	2	2p13.3-p13.1	71534267	71767400	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	0.952128	0.926136	both
GI_33239448-S	GI_33239448-S	GI_33239448	NM_019885.2	CYP26B1	56603	2	2p13.3	72209874	72228470	"cytochrome P450, family 26, subfamily B, polypeptide 1"	0.936170	0.784091	control
GI_37546938-S	GI_37546938-S	GI_37546938	XM_039570.5	SEC15B	23233	2	2p13.3-p13.2	72256620	72906777	exocyst complex component 6B	1.00000	1.00000	both
GI_20070149-S	GI_20070149-S	GI_20070149	NM_003124.2	SPR	6697	2	2p14-p12	72968055	72972793	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"	0.904255	0.909091	both
GI_45598368-S	GI_45598368-S	GI_45598368	NM_004097.1	EMX1	2016	2	2p14-p13	72996769	73015527	empty spiracles homeobox 1	0.946809	0.840909	control
GI_21389350-S	GI_21389350-S	GI_21389350	NM_144579.1	SFXN5	94097	2	null	73022672	73152472	sideroflexin 5	1.00000	1.00000	both
GI_24308074-S	GI_24308074-S	GI_24308074	NM_015470.1	GAF1	26056	2	2p13-p12	73154018	73193652	RAB11 family interacting protein 5 (class I)	0.994681	1.00000	both
GI_14150089-S	GI_14150089-S	GI_14150089	NM_032319.1	C2orf7	84279	2	2p13.2	73308641	73313863	chromosome 2 open reading frame 7	1.00000	1.00000	both
GI_5453606-S	GI_5453606-S	GI_5453606	NM_006429.1	CCT7	10574	2	2p13.2	73314912	73333654	"chaperonin containing TCP1, subunit 7 (eta)"	1.00000	1.00000	both
GI_4503494-S	GI_4503494-S	GI_4503494	NM_001965.1	EGR4	1961	2	2p13	73371569	73374117	early growth response 4	0.994681	0.960227	both
GI_7705589-S	GI_7705589-S	GI_7705589	NM_016058.1	CGI-121	51002	2	2p24.3-p24.1	73810508	73818020	TP53RK binding protein	0.930851	0.875000	control
GI_4503414-S	GI_4503414-S	GI_4503414	NM_003584.1	DUSP11	8446	2	2p13.2	73842836	73860731	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	0.994681	0.982955	both
GI_42519910-S	GI_42519910-S	GI_42519910	NM_006463.3	STAMBP	10617	2	2p13.1	73909593	73943518	STAM binding protein	1.00000	1.00000	both
GI_18426962-A	GI_18426962-A	GI_18426962	NM_001929.2	DGUOK	1716	2	2p13	74007460	74039595	deoxyguanosine kinase	1.00000	1.00000	both
GI_13259507-A	GI_13259507-A	GI_13259507	NM_023019.1	DCTN1	1639	2	2p13	74441789	74461471	"dynactin 1 (p150, glued homolog, Drosophila)"	0.994681	1.00000	both
GI_31982913-S	GI_31982913-S	GI_31982913	NM_032118.2	FLJ12953	84058	2	2p13.1	74502392	74506389	WD repeat domain 54	1.00000	1.00000	both
GI_19526470-S	GI_19526470-S	GI_19526470	NM_033046.1	RTKN	6242	2	2p13.1	74506495	74522567	rhotekin	1.00000	1.00000	both
GI_13775201-S	GI_13775201-S	GI_13775201	NM_031288.1	HMGA1L4	83444	2	2p13.1	74535706	74538594	"zinc finger, HIT type 4"	0.994681	0.954545	both
GI_24430130-S	GI_24430130-S	GI_24430130	NM_012477.2	WBP1	23559	2	2p12	74539084	74541517	WW domain binding protein 1	1.00000	1.00000	both
GI_22035595-S	GI_22035595-S	GI_22035595	NM_053050.2	MRPL53	116540	2	2p13.1	74552616	74553434	mitochondrial ribosomal protein L53	1.00000	1.00000	both
GI_11968048-S	GI_11968048-S	GI_11968048	NM_022492.1	FLJ12788	64427	2	2p13.1	74563721	74575191	tetratricopeptide repeat domain 31	0.925532	0.926136	both
GI_14249239-S	GI_14249239-S	GI_14249239	NM_032673.1	NSPC1	84759	2	2p13.1	74585677	74588293	polycomb group ring finger 1	1.00000	1.00000	both
GI_32313574-A	GI_32313574-A	GI_32313574	NM_181575.2	AUP1	550	2	2p13	74607282	74610481	ancient ubiquitous protein 1	1.00000	1.00000	both
GI_21614537-A	GI_21614537-A	GI_21614537	NM_145074.1	PRSS25	27429	2	2p12	74610039	74614190	HtrA serine peptidase 2	0.920213	0.863636	control
GI_21614536-I	GI_21614536-I	GI_21614536	NM_013247.3	PRSS25	27429	2	2p12	74610039	74614190	HtrA serine peptidase 2	0.946809	0.846591	control
GI_4755133-S	GI_4755133-S	GI_4755133	NM_001381.2	DOK1	1796	2	2p13	74635367	74638170	"docking protein 1, 62kDa (downstream of tyrosine kinase 1)"	1.00000	1.00000	both
GI_19923278-S	GI_19923278-S	GI_19923278	NM_004263.2	SEMA4F	10505	2	2p13.1	74734900	74762692	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	1.00000	0.994318	both
GI_38455393-S	GI_38455393-S	GI_38455393	NM_019896.2	POLE4	56655	2	2p12	75039282	75050366	"polymerase (DNA-directed), epsilon 4 (p12 subunit)"	1.00000	1.00000	both
GI_21735600-S	GI_21735600-S	GI_21735600	NM_014763.2	MRPL19	9801	2	2q11.1-q11.2	75727416	75742841	mitochondrial ribosomal protein L19	0.925532	0.875000	control
GI_44890064-S	GI_44890064-S	GI_44890064	NM_003203.3	C2orf3	6936	2	2p11.2-p11.1	75742801	75791829	chromosome 2 open reading frame 3	1.00000	1.00000	both
GI_7656998-S	GI_7656998-S	GI_7656998	NM_004389.1	CTNNA2	1496	2	2p12-p11.1	79593633	80729415	"catenin (cadherin-associated protein), alpha 2"	1.00000	1.00000	both
GI_11321580-S	GI_11321580-S	GI_11321580	NM_003849.1	SUCLG1	8802	2	2p11.2	84504186	84539895	"succinate-CoA ligase, GDP-forming, alpha subunit"	1.00000	1.00000	both
GI_31543813-S	GI_31543813-S	GI_31543813	NM_021103.2	TMSB10	9168	2	2p11.2	84986273	84987309	"thymosin, beta 10"	1.00000	1.00000	both
GI_13786122-S	GI_13786122-S	GI_13786122	NM_031283.1	TCF7L1	83439	2	2p11.2	85214244	85391015	"transcription factor 7-like 1 (T-cell specific, HMG-box)"	0.952128	0.948864	both
GI_34147693-S	GI_34147693-S	GI_34147693	NM_032213.3	FLJ21977	84173	2	2p11.2	85435446	85472381	RNA binding motif and ELMO/CED-12 domain 1	0.994681	0.965909	both
GI_4502560-S	GI_4502560-S	GI_4502560	NM_001747.1	CAPG	822	2	2p11.2	85475381	85491186	"capping protein (actin filament), gelsolin-like"	0.984043	0.977273	both
GI_34147493-S	GI_34147493-S	GI_34147493	NM_005911.3	MAT2A	4144	2	2p11.2	85619798	85625913	"methionine adenosyltransferase II, alpha"	1.00000	1.00000	both
GI_14043025-S	GI_14043025-S	GI_14043025	NM_003761.2	VAMP8	8673	2	2p12-p11.2	85658227	85662664	vesicle-associated membrane protein 8 (endobrevin)	0.994681	1.00000	both
GI_31543930-S	GI_31543930-S	GI_31543930	NM_006634.2	VAMP5	10791	2	2p11.2	85665041	85674021	vesicle-associated membrane protein 5 (myobrevin)	0.994681	1.00000	both
GI_24475978-S	GI_24475978-S	GI_24475978	NM_016494.2	LOC51255	51255	2	2p11.2	85676347	85678341	ring finger protein 181	1.00000	1.00000	both
GI_42656348-S	GI_42656348-S	GI_42656348	XM_371506.2	LOC388969	388969	2	2p11.2	85687287	85692662	hypothetical LOC388969	0.968085	0.954545	both
GI_5730024-S	GI_5730024-S	GI_5730024	NM_006590.1	USP39	10713	2	2p11.2	85696793	85729916	ubiquitin specific peptidase 39	1.00000	1.00000	both
GI_34222346-S	GI_34222346-S	GI_34222346	NM_032827.3	ATOH8	84913	2	2p11.2	85834530	85868699	atonal homolog 8 (Drosophila)	1.00000	1.00000	both
GI_28373079-S	GI_28373079-S	GI_28373079	NM_003896.2	SIAT9	8869	2	2p11.2	85919781	85969647	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"	1.00000	1.00000	both
GI_38683854-S	GI_38683854-S	GI_38683854	NM_017952.4	FLJ20758	55037	2	2p11.2	86186848	86222790	Pentatricopeptide repeat domain 3	1.00000	1.00000	both
GI_5803114-S	GI_5803114-S	GI_5803114	NM_006839.1	IMMT	10989	2	2p11.2	86224573	86276107	"inner membrane protein, mitochondrial (mitofilin)"	1.00000	1.00000	both
GI_22035593-A	GI_22035593-A	GI_22035593	NM_145644.1	MRPL35	51318	2	2p11.2	86280090	86293480	mitochondrial ribosomal protein L35	1.00000	1.00000	both
GI_12597656-S	GI_12597656-S	GI_12597656	NM_022912.1	FLJ13110	65055	2	2p11.2	86294632	86418287	receptor accessory protein 1	0.994681	1.00000	both
GI_20357521-S	GI_20357521-S	GI_20357521	NM_018433.2	JMJD1	55818	2	2p11.2	86521953	86573349	jumonji domain containing 1A	1.00000	1.00000	both
GI_7706352-S	GI_7706352-S	GI_7706352	NM_016079.1	VPS24	51652	2	2p24.3-p24.1	86584063	86644110	vacuolar protein sorting 24 homolog (S. cerevisiae)	0.920213	0.755682	control
GI_37595534-S	GI_37595534-S	GI_37595534	NM_005667.2	RNF103	7844	2	2p11.2	86684026	86704488	ring finger protein 103	1.00000	1.00000	both
GI_7706155-S	GI_7706155-S	GI_7706155	NM_016618.1	LOC51315	51315	2	2p11.2	88107838	88136362	lysine-rich coiled-coil 1	1.00000	1.00000	both
GI_40538795-S	GI_40538795-S	GI_40538795	NM_018271.2	FLJ10916	55258	2	2p11.2	88251031	88267257	threonine synthase-like 2 (S. cerevisiae)	0.994681	0.977273	both
GI_21389336-S	GI_21389336-S	GI_21389336	NM_144563.1	RPIA	22934	2	2p11.2	88772290	88831566	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	0.930851	0.960227	both
GI_12408664-A	GI_12408664-A	GI_12408664	NM_022440.1	MAL	4118	2	2cen-q13	95055205	95083461	"mal, T-cell differentiation protein"	0.994681	1.00000	both
GI_34304324-S	GI_34304324-S	GI_34304324	NM_031902.3	MRPS5	64969	2	2p11.2-q11.2	95116678	95151480	mitochondrial ribosomal protein S5	1.00000	1.00000	both
GI_21389622-S	GI_21389622-S	GI_21389622	NM_144707.1	PROM2	150696	2	2q11.1	95303927	95320780	prominin 2	0.978723	0.982955	both
GI_27894379-S	GI_27894379-S	GI_27894379	NM_013434.3	CSEN	30818	2	2q21.1	95326798	95415551	"Kv channel interacting protein 3, calsenilin"	1.00000	1.00000	both
GI_7705607-S	GI_7705607-S	GI_7705607	NM_016044.1	CGI-105	51011	2	2p24.3-p11.2	95432174	95442605	fumarylacetoacetate hydrolase domain containing 2A	1.00000	1.00000	both
GI_21450855-A	GI_21450855-A	GI_21450855	NM_139267.1	STARD7	56910	2	2q11.2	96214323	96238289	StAR-related lipid transfer (START) domain containing 7	1.00000	1.00000	both
GI_8923465-S	GI_8923465-S	GI_8923465	NM_017849.1	FLJ20507	55654	2	2q11.2	96280038	96295458	transmembrane protein 127	0.920213	0.857955	control
GI_40217846-S	GI_40217846-S	GI_40217846	NM_014014.2	U5-200KD	23020	2	2q11.2	96303800	96334987	activating signal cointegrator 1 complex subunit 3-like 1	1.00000	1.00000	both
GI_21361733-S	GI_21361733-S	GI_21361733	NM_017991.3	FLJ10081	55683	2	2p12-p11.2	96622637	96667809	hypothetical protein FLJ10081	1.00000	1.00000	both
GI_13540593-S	GI_13540593-S	GI_13540593	NM_030805.1	LMAN2L	81562	2	2q11.2	96735392	96769527	"lectin, mannose-binding 2-like"	1.00000	1.00000	both
GI_40068048-S	GI_40068048-S	GI_40068048	NM_017623.3	CNNM3	26505	2	2p12-p11.2	96845717	96864847	cyclin M3	0.994681	0.994318	both
GI_41327751-S	GI_41327751-S	GI_41327751	NM_144994.6	ANKRD23	200539	2	2q11.2	96867377	96873484	ankyrin repeat domain 23	0.952128	0.937500	both
GI_37059801-S	GI_37059801-S	GI_37059801	NM_016466.4	MGC41816	51239	2	2q11.2	96877503	96887474	ankyrin repeat domain 39	0.994681	0.965909	both
GI_40804743-S	GI_40804743-S	GI_40804743	NM_017789.3	SEMA4C	54910	2	2q11.2	96889202	96899434	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"	0.941489	0.897727	control
GI_40786393-S	GI_40786393-S	GI_40786393	NM_199336.1	DKFZp434N062	151313	2	2q11.2	97113049	97124308	fumarylacetoacetate hydrolase domain containing 2B	0.946809	0.886364	control
GI_42734346-S	GI_42734346-S	GI_42734346	NM_020970.1	KIAA1641	57730	2	2q11.2	97465651	97494143	KIAA1641	1.00000	1.00000	both
GI_17017987-S	GI_17017987-S	GI_17017987	NM_001862.2	COX5B	1329	2	2cen-q13	97628952	97631088	cytochrome c oxidase subunit Vb	1.00000	1.00000	both
GI_13325060-S	GI_13325060-S	GI_13325060	NM_005735.2	ACTR1B	10120	2	2q11.1-q11.2	97638862	97646815	"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)"	1.00000	1.00000	both
GI_37539734-S	GI_37539734-S	GI_37539734	XM_351477.1	RW1	23505	2	2q11.2	97739230	97978795	transmembrane protein 131	1.00000	1.00000	both
GI_37059764-S	GI_37059764-S	GI_37059764	NM_014044.4	UNC50	25972	2	2q11.2	98591473	98601409	unc-50 homolog (C. elegans)	1.00000	1.00000	both
GI_37539736-S	GI_37539736-S	GI_37539736	XM_292873.2	LOC343990	343990	2	2q11.2	98776740	98919109	chromosome 2 open reading frame 55	0.989362	0.994318	both
GI_34147701-S	GI_34147701-S	GI_34147701	NM_144706.2	MGC29762	150590	2	2q11.2	99124616	99134381	chromosome 2 open reading frame 15	1.00000	1.00000	both
GI_21729881-I	GI_21729881-I	GI_21729881	NM_145198.1	LIPT1	51601	2	2q11.2	99137849	99146042	lipoyltransferase 1	1.00000	1.00000	both
GI_15451891-S	GI_15451891-S	GI_15451891	NM_015904.2	EIF5B	9669	2	2q11.2	99320265	99383159	eukaryotic translation initiation factor 5B	1.00000	1.00000	both
GI_7706680-S	GI_7706680-S	GI_7706680	NM_016316.1	REV1L	51455	2	2q11.1-q11.2	99383369	99472911	REV1 homolog (S. cerevisiae)	0.989362	0.965909	both
GI_20127466-S	GI_20127466-S	GI_20127466	NM_004854.2	CHST10	9486	2	2q11.2	100374753	100400522	carbohydrate sulfotransferase 10	1.00000	1.00000	both
GI_34147358-S	GI_34147358-S	GI_34147358	NM_024065.2	PDCL3	79031	2	2q11.2	100545858	100559632	phosducin-like 3	0.914894	0.897727	control
GI_15812219-S	GI_15812219-S	GI_15812219	NM_000993.2	RPL31	6160	2	2q11.2	100985182	100989311	ribosomal protein L31	1.00000	1.00000	both
GI_30410773-S	GI_30410773-S	GI_30410773	NM_007063.2	TBC1D8	11138	2	2q11.2	100990122	101042434	"TBC1 domain family, member 8 (with GRAM domain)"	0.946809	0.903409	both
GI_40538808-S	GI_40538808-S	GI_40538808	NM_017546.3	C40	55571	2	2q11.2	101235809	101253207	chromosome 2 open reading frame 29	0.936170	0.880682	control
GI_31543079-S	GI_31543079-S	GI_31543079	NM_173647.2	RNF149	284996	2	2q11.2	101258984	101291583	ring finger protein 149	1.00000	1.00000	both
GI_22035601-A	GI_22035601-A	GI_22035601	NM_004834.2	MAP4K4	9448	2	2q11.2-q12	101680919	101877583	mitogen-activated protein kinase kinase kinase kinase 4	1.00000	1.00000	both
GI_33188462-S	GI_33188462-S	GI_33188462	NM_182640.1	MRPS9	64965	2	2q12.1	105020937	105082849	mitochondrial ribosomal protein S9	0.994681	1.00000	both
GI_13129093-S	GI_13129093-S	GI_13129093	NM_024093.1	MGC5509	79074	2	2q12.2	105320444	105328415	chromosome 2 open reading frame 49	0.914894	0.880682	control
GI_42403584-A	GI_42403584-A	GI_42403584	NM_001450.3	FHL2	2274	2	2q12-q14	105343714	105421391	four and a half LIM domains 2	0.925532	0.693182	control
GI_42516562-S	GI_42516562-S	GI_42516562	NM_025076.2	UXS1	80146	2	2q12.2	106076190	106177226	UDP-glucuronate decarboxylase 1	0.962766	0.954545	both
GI_19718756-S	GI_19718756-S	GI_19718756	NM_006267.3	RANBP2	5903	2	2q12.3	108702368	108767682	RAN binding protein 2	1.00000	1.00000	both
GI_30795192-A	GI_30795192-A	GI_30795192	NM_178584.1	10-Sep	151011	2	2q13	109657664	109729071	septin 10	0.925532	0.931818	both
GI_42656629-S	GI_42656629-S	GI_42656629	XM_377761.1	LOC402100	402100	2	2q13	109851548	109884163	similar to 60S ribosomal protein L22 (Heparin-binding protein HBp15)	0.994681	1.00000	both
GI_28372544-S	GI_28372544-S	GI_28372544	NM_174925.1	LOC205251	205251	2	2q13	110327154	110329742	LOC205251	0.994681	1.00000	both
GI_12056970-S	GI_12056970-S	GI_12056970	NM_022662.1	ANAPC1	64682	2	2q12.1	112243108	112358211	anaphase promoting complex subunit 1	1.00000	1.00000	both
GI_5453737-S	GI_5453737-S	GI_5453737	NM_006343.1	MERTK	10461	2	2q14.1	112372661	112503415	c-mer proto-oncogene tyrosine kinase	0.994681	1.00000	both
GI_34147411-S	GI_34147411-S	GI_34147411	NM_032309.2	CHCHD5	84269	2	2q13	113058506	113063087	coiled-coil-helix-coiled-coil-helix domain containing 5	0.994681	0.954545	both
GI_31543629-S	GI_31543629-S	GI_31543629	NM_005415.3	SLC20A1	6574	2	2q11-q14	113119997	113137872	"solute carrier family 20 (phosphate transporter), member 1"	1.00000	1.00000	both
GI_39573729-S	GI_39573729-S	GI_39573729	NM_198943.1	MGC52000	375260	2	2q14.1	114058171	114073083	"family with sequence similarity 39, member B"	1.00000	1.00000	both
GI_7549818-A	GI_7549818-A	GI_7549818	NM_007082.2	RABL2A	11159	2	2q13	114101351	114117435	"RAB, member of RAS oncogene family-like 2A"	1.00000	1.00000	both
GI_34452698-S	GI_34452698-S	GI_34452698	NM_005721.3	ACTR3	10096	2	2q14.1	114364006	114432636	ARP3 actin-related protein 3 homolog (yeast)	1.00000	0.994318	both
GI_24308234-S	GI_24308234-S	GI_24308234	NM_020868.1	DPP10	57628	2	2q14.1	115636201	116318405	dipeptidyl-peptidase 10	0.952128	0.801136	control
GI_38327633-S	GI_38327633-S	GI_38327633	NM_006773.3	DDX18	8886	2	2q14.1	118288724	118306422	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	1.00000	1.00000	both
GI_38327532-S	GI_38327532-S	GI_38327532	NM_016133.2	INSIG2	51141	2	2q14.1	118562519	118584066	insulin induced gene 2	1.00000	1.00000	both
GI_32698893-S	GI_32698893-S	GI_32698893	NM_182528.1	LOC165257	165257	2	2q14.2	119630288	119632940	"complement component 1, q subcomponent-like 2"	1.00000	1.00000	both
